model,endpoint,observed,predicted,weight,compound_index,compound_id_sha12
morphology_magnitude_5nn,cytotoxicity BLA,0,0.4,0.00095057034,306,3b520dba680c
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,306,3b520dba680c
cytoplasm_block_5nn,cytotoxicity BLA,0,0,0.00095057034,306,3b520dba680c
nuclei_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,306,3b520dba680c
compartment_route_5nn,cytotoxicity BLA,0,0.2,0.00095057034,306,3b520dba680c
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,306,3b520dba680c
morphology_magnitude_5nn,cytotoxicity SRB,0,0,0.00083194676,306,3b520dba680c
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,306,3b520dba680c
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,306,3b520dba680c
nuclei_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,306,3b520dba680c
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,306,3b520dba680c
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,306,3b520dba680c
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,306,3b520dba680c
cells_block_5nn,ER stress,0,0.2,0.00088495575,306,3b520dba680c
cytoplasm_block_5nn,ER stress,0,0.2,0.00088495575,306,3b520dba680c
nuclei_block_5nn,ER stress,0,0.4,0.00088495575,306,3b520dba680c
compartment_route_5nn,ER stress,0,0,0.00088495575,306,3b520dba680c
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,306,3b520dba680c
morphology_magnitude_5nn,heat shock,0,0.2,0.00085910653,306,3b520dba680c
cells_block_5nn,heat shock,0,0,0.00085910653,306,3b520dba680c
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,306,3b520dba680c
nuclei_block_5nn,heat shock,0,0.2,0.00085910653,306,3b520dba680c
compartment_route_5nn,heat shock,0,0,0.00085910653,306,3b520dba680c
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,306,3b520dba680c
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,306,3b520dba680c
cells_block_5nn,microtubule up,0,0,0.00078125,306,3b520dba680c
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,306,3b520dba680c
nuclei_block_5nn,microtubule up,0,0,0.00078125,306,3b520dba680c
compartment_route_5nn,microtubule up,0,0,0.00078125,306,3b520dba680c
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,306,3b520dba680c
morphology_magnitude_5nn,mitochondrial disruption up,0,0,0.0008291874,306,3b520dba680c
cells_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,306,3b520dba680c
cytoplasm_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,306,3b520dba680c
nuclei_block_5nn,mitochondrial disruption up,0,0.4,0.0008291874,306,3b520dba680c
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,306,3b520dba680c
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,306,3b520dba680c
morphology_magnitude_5nn,oxidative stress up,0,0,0.00090415913,306,3b520dba680c
cells_block_5nn,oxidative stress up,0,0.2,0.00090415913,306,3b520dba680c
cytoplasm_block_5nn,oxidative stress up,0,0,0.00090415913,306,3b520dba680c
nuclei_block_5nn,oxidative stress up,0,0.2,0.00090415913,306,3b520dba680c
compartment_route_5nn,oxidative stress up,0,0,0.00090415913,306,3b520dba680c
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,306,3b520dba680c
morphology_magnitude_5nn,proliferation decrease,0,0,0.00086956522,306,3b520dba680c
cells_block_5nn,proliferation decrease,0,0,0.00086956522,306,3b520dba680c
cytoplasm_block_5nn,proliferation decrease,0,0.2,0.00086956522,306,3b520dba680c
nuclei_block_5nn,proliferation decrease,0,0.4,0.00086956522,306,3b520dba680c
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,306,3b520dba680c
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,307,d141196147d3
morphology_magnitude_5nn,apoptosis up,0,0.2,0.00099601594,307,d141196147d3
cells_block_5nn,apoptosis up,0,0.2,0.00099601594,307,d141196147d3
cytoplasm_block_5nn,apoptosis up,0,0.2,0.00099601594,307,d141196147d3
nuclei_block_5nn,apoptosis up,0,0.2,0.00099601594,307,d141196147d3
compartment_route_5nn,apoptosis up,0,0.2,0.00099601594,307,d141196147d3
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,307,d141196147d3
morphology_magnitude_5nn,cytotoxicity BLA,0,0.2,0.00095057034,307,d141196147d3
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,307,d141196147d3
cytoplasm_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,307,d141196147d3
nuclei_block_5nn,cytotoxicity BLA,0,0,0.00095057034,307,d141196147d3
compartment_route_5nn,cytotoxicity BLA,0,0,0.00095057034,307,d141196147d3
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,307,d141196147d3
morphology_magnitude_5nn,cytotoxicity SRB,0,0,0.00083194676,307,d141196147d3
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,307,d141196147d3
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,307,d141196147d3
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,307,d141196147d3
compartment_route_5nn,cytotoxicity SRB,0,0.2,0.00083194676,307,d141196147d3
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,307,d141196147d3
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,307,d141196147d3
cells_block_5nn,ER stress,0,0.2,0.00088495575,307,d141196147d3
cytoplasm_block_5nn,ER stress,0,0.2,0.00088495575,307,d141196147d3
nuclei_block_5nn,ER stress,0,0,0.00088495575,307,d141196147d3
compartment_route_5nn,ER stress,0,0.2,0.00088495575,307,d141196147d3
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,307,d141196147d3
morphology_magnitude_5nn,heat shock,0,0.2,0.00085910653,307,d141196147d3
cells_block_5nn,heat shock,0,0,0.00085910653,307,d141196147d3
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,307,d141196147d3
nuclei_block_5nn,heat shock,0,0,0.00085910653,307,d141196147d3
compartment_route_5nn,heat shock,0,0,0.00085910653,307,d141196147d3
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,307,d141196147d3
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,307,d141196147d3
cells_block_5nn,microtubule up,0,0,0.00078125,307,d141196147d3
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,307,d141196147d3
nuclei_block_5nn,microtubule up,0,0,0.00078125,307,d141196147d3
compartment_route_5nn,microtubule up,0,0,0.00078125,307,d141196147d3
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,307,d141196147d3
morphology_magnitude_5nn,mitochondrial disruption up,0,0.2,0.0008291874,307,d141196147d3
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,307,d141196147d3
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,307,d141196147d3
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,307,d141196147d3
compartment_route_5nn,mitochondrial disruption up,0,0.2,0.0008291874,307,d141196147d3
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,307,d141196147d3
morphology_magnitude_5nn,oxidative stress up,0,0.2,0.00090415913,307,d141196147d3
cells_block_5nn,oxidative stress up,0,0,0.00090415913,307,d141196147d3
cytoplasm_block_5nn,oxidative stress up,0,0,0.00090415913,307,d141196147d3
nuclei_block_5nn,oxidative stress up,0,0,0.00090415913,307,d141196147d3
compartment_route_5nn,oxidative stress up,0,0.2,0.00090415913,307,d141196147d3
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,307,d141196147d3
morphology_magnitude_5nn,proliferation decrease,0,0.2,0.00086956522,307,d141196147d3
cells_block_5nn,proliferation decrease,0,0,0.00086956522,307,d141196147d3
cytoplasm_block_5nn,proliferation decrease,0,0,0.00086956522,307,d141196147d3
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,307,d141196147d3
compartment_route_5nn,proliferation decrease,0,0.2,0.00086956522,307,d141196147d3
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,308,691067bd0032
morphology_magnitude_5nn,apoptosis up,0,0.2,0.00099601594,308,691067bd0032
cells_block_5nn,apoptosis up,0,0,0.00099601594,308,691067bd0032
cytoplasm_block_5nn,apoptosis up,0,0,0.00099601594,308,691067bd0032
nuclei_block_5nn,apoptosis up,0,0,0.00099601594,308,691067bd0032
compartment_route_5nn,apoptosis up,0,0,0.00099601594,308,691067bd0032
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,308,691067bd0032
morphology_magnitude_5nn,cytotoxicity BLA,0,0,0.00095057034,308,691067bd0032
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,308,691067bd0032
cytoplasm_block_5nn,cytotoxicity BLA,0,0,0.00095057034,308,691067bd0032
nuclei_block_5nn,cytotoxicity BLA,0,0,0.00095057034,308,691067bd0032
compartment_route_5nn,cytotoxicity BLA,0,0,0.00095057034,308,691067bd0032
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,308,691067bd0032
morphology_magnitude_5nn,cytotoxicity SRB,0,0,0.00083194676,308,691067bd0032
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,308,691067bd0032
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,308,691067bd0032
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,308,691067bd0032
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,308,691067bd0032
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,308,691067bd0032
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,308,691067bd0032
cells_block_5nn,ER stress,0,0,0.00088495575,308,691067bd0032
cytoplasm_block_5nn,ER stress,0,0,0.00088495575,308,691067bd0032
nuclei_block_5nn,ER stress,0,0,0.00088495575,308,691067bd0032
compartment_route_5nn,ER stress,0,0,0.00088495575,308,691067bd0032
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,308,691067bd0032
morphology_magnitude_5nn,heat shock,0,0,0.00085910653,308,691067bd0032
cells_block_5nn,heat shock,0,0,0.00085910653,308,691067bd0032
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,308,691067bd0032
nuclei_block_5nn,heat shock,0,0,0.00085910653,308,691067bd0032
compartment_route_5nn,heat shock,0,0,0.00085910653,308,691067bd0032
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,308,691067bd0032
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,308,691067bd0032
cells_block_5nn,microtubule up,0,0,0.00078125,308,691067bd0032
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,308,691067bd0032
nuclei_block_5nn,microtubule up,0,0,0.00078125,308,691067bd0032
compartment_route_5nn,microtubule up,0,0,0.00078125,308,691067bd0032
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,308,691067bd0032
morphology_magnitude_5nn,mitochondrial disruption up,0,0.2,0.0008291874,308,691067bd0032
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,308,691067bd0032
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,308,691067bd0032
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,308,691067bd0032
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,308,691067bd0032
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,308,691067bd0032
morphology_magnitude_5nn,oxidative stress up,0,0.4,0.00090415913,308,691067bd0032
cells_block_5nn,oxidative stress up,0,0,0.00090415913,308,691067bd0032
cytoplasm_block_5nn,oxidative stress up,0,0,0.00090415913,308,691067bd0032
nuclei_block_5nn,oxidative stress up,0,0,0.00090415913,308,691067bd0032
compartment_route_5nn,oxidative stress up,0,0.2,0.00090415913,308,691067bd0032
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,308,691067bd0032
morphology_magnitude_5nn,proliferation decrease,0,0.2,0.00086956522,308,691067bd0032
cells_block_5nn,proliferation decrease,0,0,0.00086956522,308,691067bd0032
cytoplasm_block_5nn,proliferation decrease,0,0,0.00086956522,308,691067bd0032
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,308,691067bd0032
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,308,691067bd0032
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,309,76499060e6a1
morphology_magnitude_5nn,apoptosis up,0,0.4,0.00099601594,309,76499060e6a1
cells_block_5nn,apoptosis up,0,0.2,0.00099601594,309,76499060e6a1
cytoplasm_block_5nn,apoptosis up,0,0,0.00099601594,309,76499060e6a1
nuclei_block_5nn,apoptosis up,0,0.4,0.00099601594,309,76499060e6a1
compartment_route_5nn,apoptosis up,0,0,0.00099601594,309,76499060e6a1
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,309,76499060e6a1
morphology_magnitude_5nn,cytotoxicity BLA,0,0.4,0.00095057034,309,76499060e6a1
cells_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,309,76499060e6a1
cytoplasm_block_5nn,cytotoxicity BLA,0,0,0.00095057034,309,76499060e6a1
nuclei_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,309,76499060e6a1
compartment_route_5nn,cytotoxicity BLA,0,0,0.00095057034,309,76499060e6a1
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,309,76499060e6a1
morphology_magnitude_5nn,cytotoxicity SRB,0,0.2,0.00083194676,309,76499060e6a1
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,309,76499060e6a1
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,309,76499060e6a1
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,309,76499060e6a1
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,309,76499060e6a1
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,309,76499060e6a1
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,309,76499060e6a1
cells_block_5nn,ER stress,0,0.2,0.00088495575,309,76499060e6a1
cytoplasm_block_5nn,ER stress,0,0,0.00088495575,309,76499060e6a1
nuclei_block_5nn,ER stress,0,0.2,0.00088495575,309,76499060e6a1
compartment_route_5nn,ER stress,0,0,0.00088495575,309,76499060e6a1
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,309,76499060e6a1
morphology_magnitude_5nn,heat shock,0,0.2,0.00085910653,309,76499060e6a1
cells_block_5nn,heat shock,0,0.4,0.00085910653,309,76499060e6a1
cytoplasm_block_5nn,heat shock,0,0.2,0.00085910653,309,76499060e6a1
nuclei_block_5nn,heat shock,0,0.2,0.00085910653,309,76499060e6a1
compartment_route_5nn,heat shock,0,0,0.00085910653,309,76499060e6a1
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,309,76499060e6a1
morphology_magnitude_5nn,microtubule up,0,0.2,0.00078125,309,76499060e6a1
cells_block_5nn,microtubule up,0,0,0.00078125,309,76499060e6a1
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,309,76499060e6a1
nuclei_block_5nn,microtubule up,0,0,0.00078125,309,76499060e6a1
compartment_route_5nn,microtubule up,0,0,0.00078125,309,76499060e6a1
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,309,76499060e6a1
morphology_magnitude_5nn,mitochondrial disruption up,0,0,0.0008291874,309,76499060e6a1
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,309,76499060e6a1
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,309,76499060e6a1
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,309,76499060e6a1
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,309,76499060e6a1
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,309,76499060e6a1
morphology_magnitude_5nn,oxidative stress up,0,0.2,0.00090415913,309,76499060e6a1
cells_block_5nn,oxidative stress up,0,0,0.00090415913,309,76499060e6a1
cytoplasm_block_5nn,oxidative stress up,0,0,0.00090415913,309,76499060e6a1
nuclei_block_5nn,oxidative stress up,0,0,0.00090415913,309,76499060e6a1
compartment_route_5nn,oxidative stress up,0,0,0.00090415913,309,76499060e6a1
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,309,76499060e6a1
morphology_magnitude_5nn,proliferation decrease,0,0.2,0.00086956522,309,76499060e6a1
cells_block_5nn,proliferation decrease,0,0,0.00086956522,309,76499060e6a1
cytoplasm_block_5nn,proliferation decrease,0,0,0.00086956522,309,76499060e6a1
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,309,76499060e6a1
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,309,76499060e6a1
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,310,2f4b42d55445
morphology_magnitude_5nn,apoptosis up,0,0.2,0.00099601594,310,2f4b42d55445
cells_block_5nn,apoptosis up,0,0,0.00099601594,310,2f4b42d55445
cytoplasm_block_5nn,apoptosis up,0,0.4,0.00099601594,310,2f4b42d55445
nuclei_block_5nn,apoptosis up,0,0,0.00099601594,310,2f4b42d55445
compartment_route_5nn,apoptosis up,0,0.2,0.00099601594,310,2f4b42d55445
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,310,2f4b42d55445
morphology_magnitude_5nn,cytotoxicity BLA,0,0.2,0.00095057034,310,2f4b42d55445
cells_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,310,2f4b42d55445
cytoplasm_block_5nn,cytotoxicity BLA,0,0.4,0.00095057034,310,2f4b42d55445
nuclei_block_5nn,cytotoxicity BLA,0,0,0.00095057034,310,2f4b42d55445
compartment_route_5nn,cytotoxicity BLA,0,0.2,0.00095057034,310,2f4b42d55445
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,310,2f4b42d55445
morphology_magnitude_5nn,cytotoxicity SRB,0,0,0.00083194676,310,2f4b42d55445
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,310,2f4b42d55445
cytoplasm_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,310,2f4b42d55445
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,310,2f4b42d55445
compartment_route_5nn,cytotoxicity SRB,0,0.2,0.00083194676,310,2f4b42d55445
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,310,2f4b42d55445
morphology_magnitude_5nn,ER stress,0,0,0.00088495575,310,2f4b42d55445
cells_block_5nn,ER stress,0,0,0.00088495575,310,2f4b42d55445
cytoplasm_block_5nn,ER stress,0,0.4,0.00088495575,310,2f4b42d55445
nuclei_block_5nn,ER stress,0,0.2,0.00088495575,310,2f4b42d55445
compartment_route_5nn,ER stress,0,0.2,0.00088495575,310,2f4b42d55445
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,310,2f4b42d55445
morphology_magnitude_5nn,heat shock,0,0,0.00085910653,310,2f4b42d55445
cells_block_5nn,heat shock,0,0,0.00085910653,310,2f4b42d55445
cytoplasm_block_5nn,heat shock,0,0.4,0.00085910653,310,2f4b42d55445
nuclei_block_5nn,heat shock,0,0,0.00085910653,310,2f4b42d55445
compartment_route_5nn,heat shock,0,0.2,0.00085910653,310,2f4b42d55445
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,310,2f4b42d55445
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,310,2f4b42d55445
cells_block_5nn,microtubule up,0,0,0.00078125,310,2f4b42d55445
cytoplasm_block_5nn,microtubule up,0,0,0.00078125,310,2f4b42d55445
nuclei_block_5nn,microtubule up,0,0,0.00078125,310,2f4b42d55445
compartment_route_5nn,microtubule up,0,0,0.00078125,310,2f4b42d55445
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,310,2f4b42d55445
morphology_magnitude_5nn,mitochondrial disruption up,0,0,0.0008291874,310,2f4b42d55445
cells_block_5nn,mitochondrial disruption up,0,0,0.0008291874,310,2f4b42d55445
cytoplasm_block_5nn,mitochondrial disruption up,0,0,0.0008291874,310,2f4b42d55445
nuclei_block_5nn,mitochondrial disruption up,0,0,0.0008291874,310,2f4b42d55445
compartment_route_5nn,mitochondrial disruption up,0,0,0.0008291874,310,2f4b42d55445
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,310,2f4b42d55445
morphology_magnitude_5nn,oxidative stress up,0,0.2,0.00090415913,310,2f4b42d55445
cells_block_5nn,oxidative stress up,0,0,0.00090415913,310,2f4b42d55445
cytoplasm_block_5nn,oxidative stress up,0,0.2,0.00090415913,310,2f4b42d55445
nuclei_block_5nn,oxidative stress up,0,0.2,0.00090415913,310,2f4b42d55445
compartment_route_5nn,oxidative stress up,0,0.2,0.00090415913,310,2f4b42d55445
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,310,2f4b42d55445
morphology_magnitude_5nn,proliferation decrease,0,0,0.00086956522,310,2f4b42d55445
cells_block_5nn,proliferation decrease,0,0,0.00086956522,310,2f4b42d55445
cytoplasm_block_5nn,proliferation decrease,0,0.2,0.00086956522,310,2f4b42d55445
nuclei_block_5nn,proliferation decrease,0,0,0.00086956522,310,2f4b42d55445
compartment_route_5nn,proliferation decrease,0,0.2,0.00086956522,310,2f4b42d55445
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,311,83f2cfe64459
morphology_magnitude_5nn,apoptosis up,0,0.2,0.00099601594,311,83f2cfe64459
cells_block_5nn,apoptosis up,0,0.2,0.00099601594,311,83f2cfe64459
cytoplasm_block_5nn,apoptosis up,0,0.2,0.00099601594,311,83f2cfe64459
nuclei_block_5nn,apoptosis up,0,0.2,0.00099601594,311,83f2cfe64459
compartment_route_5nn,apoptosis up,0,0,0.00099601594,311,83f2cfe64459
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,311,83f2cfe64459
morphology_magnitude_5nn,cytotoxicity BLA,0,0.2,0.00095057034,311,83f2cfe64459
cells_block_5nn,cytotoxicity BLA,0,0,0.00095057034,311,83f2cfe64459
cytoplasm_block_5nn,cytotoxicity BLA,0,0,0.00095057034,311,83f2cfe64459
nuclei_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,311,83f2cfe64459
compartment_route_5nn,cytotoxicity BLA,0,0,0.00095057034,311,83f2cfe64459
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,311,83f2cfe64459
morphology_magnitude_5nn,cytotoxicity SRB,0,0.2,0.00083194676,311,83f2cfe64459
cells_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,311,83f2cfe64459
cytoplasm_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,311,83f2cfe64459
nuclei_block_5nn,cytotoxicity SRB,0,0.2,0.00083194676,311,83f2cfe64459
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,311,83f2cfe64459
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,311,83f2cfe64459
morphology_magnitude_5nn,ER stress,0,0.2,0.00088495575,311,83f2cfe64459
cells_block_5nn,ER stress,0,0.2,0.00088495575,311,83f2cfe64459
cytoplasm_block_5nn,ER stress,0,0.2,0.00088495575,311,83f2cfe64459
nuclei_block_5nn,ER stress,0,0.4,0.00088495575,311,83f2cfe64459
compartment_route_5nn,ER stress,0,0,0.00088495575,311,83f2cfe64459
endpoint_prevalence,heat shock,0,0.11567732,0.00085910653,311,83f2cfe64459
morphology_magnitude_5nn,heat shock,0,0.2,0.00085910653,311,83f2cfe64459
cells_block_5nn,heat shock,0,0,0.00085910653,311,83f2cfe64459
cytoplasm_block_5nn,heat shock,0,0,0.00085910653,311,83f2cfe64459
nuclei_block_5nn,heat shock,0,0.2,0.00085910653,311,83f2cfe64459
compartment_route_5nn,heat shock,0,0,0.00085910653,311,83f2cfe64459
endpoint_prevalence,microtubule up,0,0.02739726,0.00078125,311,83f2cfe64459
morphology_magnitude_5nn,microtubule up,0,0,0.00078125,311,83f2cfe64459
cells_block_5nn,microtubule up,0,0.2,0.00078125,311,83f2cfe64459
cytoplasm_block_5nn,microtubule up,0,0.2,0.00078125,311,83f2cfe64459
nuclei_block_5nn,microtubule up,0,0.2,0.00078125,311,83f2cfe64459
compartment_route_5nn,microtubule up,0,0,0.00078125,311,83f2cfe64459
endpoint_prevalence,mitochondrial disruption up,0,0.083713851,0.0008291874,311,83f2cfe64459
morphology_magnitude_5nn,mitochondrial disruption up,0,0.2,0.0008291874,311,83f2cfe64459
cells_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,311,83f2cfe64459
cytoplasm_block_5nn,mitochondrial disruption up,0,0.2,0.0008291874,311,83f2cfe64459
nuclei_block_5nn,mitochondrial disruption up,0,0.6,0.0008291874,311,83f2cfe64459
compartment_route_5nn,mitochondrial disruption up,0,0.2,0.0008291874,311,83f2cfe64459
endpoint_prevalence,oxidative stress up,0,0.15981735,0.00090415913,311,83f2cfe64459
morphology_magnitude_5nn,oxidative stress up,0,0.2,0.00090415913,311,83f2cfe64459
cells_block_5nn,oxidative stress up,0,0.2,0.00090415913,311,83f2cfe64459
cytoplasm_block_5nn,oxidative stress up,0,0.2,0.00090415913,311,83f2cfe64459
nuclei_block_5nn,oxidative stress up,0,0.4,0.00090415913,311,83f2cfe64459
compartment_route_5nn,oxidative stress up,0,0,0.00090415913,311,83f2cfe64459
endpoint_prevalence,proliferation decrease,0,0.12633181,0.00086956522,311,83f2cfe64459
morphology_magnitude_5nn,proliferation decrease,0,0.2,0.00086956522,311,83f2cfe64459
cells_block_5nn,proliferation decrease,0,0.2,0.00086956522,311,83f2cfe64459
cytoplasm_block_5nn,proliferation decrease,0,0.2,0.00086956522,311,83f2cfe64459
nuclei_block_5nn,proliferation decrease,0,0.6,0.00086956522,311,83f2cfe64459
compartment_route_5nn,proliferation decrease,0,0,0.00086956522,311,83f2cfe64459
endpoint_prevalence,apoptosis up,0,0.23744292,0.00099601594,312,869327d89918
morphology_magnitude_5nn,apoptosis up,0,0,0.00099601594,312,869327d89918
cells_block_5nn,apoptosis up,0,0.4,0.00099601594,312,869327d89918
cytoplasm_block_5nn,apoptosis up,0,0.4,0.00099601594,312,869327d89918
nuclei_block_5nn,apoptosis up,0,0.2,0.00099601594,312,869327d89918
compartment_route_5nn,apoptosis up,0,0.4,0.00099601594,312,869327d89918
endpoint_prevalence,cytotoxicity BLA,0,0.20091324,0.00095057034,312,869327d89918
morphology_magnitude_5nn,cytotoxicity BLA,0,0,0.00095057034,312,869327d89918
cells_block_5nn,cytotoxicity BLA,0,0.4,0.00095057034,312,869327d89918
cytoplasm_block_5nn,cytotoxicity BLA,0,0.2,0.00095057034,312,869327d89918
nuclei_block_5nn,cytotoxicity BLA,0,0,0.00095057034,312,869327d89918
compartment_route_5nn,cytotoxicity BLA,0,0,0.00095057034,312,869327d89918
endpoint_prevalence,cytotoxicity SRB,0,0.086757991,0.00083194676,312,869327d89918
morphology_magnitude_5nn,cytotoxicity SRB,0,0,0.00083194676,312,869327d89918
cells_block_5nn,cytotoxicity SRB,0,0,0.00083194676,312,869327d89918
cytoplasm_block_5nn,cytotoxicity SRB,0,0,0.00083194676,312,869327d89918
nuclei_block_5nn,cytotoxicity SRB,0,0,0.00083194676,312,869327d89918
compartment_route_5nn,cytotoxicity SRB,0,0,0.00083194676,312,869327d89918
endpoint_prevalence,ER stress,0,0.14155251,0.00088495575,312,869327d89918
morphology_magnitude_5nn,ER stress,0,0,0.00088495575,312,869327d89918
cells_block_5nn,ER stress,0,0.2,0.00088495575,312,869327d89918
cytoplasm_block_5nn,ER stress,0,0,0.00088495575,312,869327d89918
